secid,date,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group,low,high,open,close,volume,return,cfadj,shrout,cfret
101594,20181101,03783310,AAPL,3571,0,4,,0,314,216.81,222.36,219.05,222.22,58323180,0.015352,28,4829930,31.59522
101594,20181102,03783310,AAPL,3571,0,4,,0,314,205.43,213.65,209.55,207.48,91328654,-0.066331,28,4829930,31.59522
101594,20181105,03783310,AAPL,3571,0,4,,0,314,198.17,204.39,204.3,201.59,66163669,-0.028388,28,4829930,31.59522
101594,20181106,03783310,AAPL,3571,0,4,,0,314,201.69,204.72,201.92,203.77,31882881,0.010814,28,4754990,31.59522
101594,20181107,03783310,AAPL,3571,0,4,,0,314,204.13,210.06,205.97,209.95,33424434,0.030328,28,4745400,31.59522
101594,20181108,03783310,AAPL,3571,0,4,,0,314,206.75,210.12,209.98,208.49,25362636,-0.003477,28,4745400,31.70585
101594,20181109,03783310,AAPL,3571,0,4,,0,314,202.25,206.01,205.55,204.47,34365750,-0.019282,28,4745400,31.70585
101594,20181112,03783310,AAPL,3571,0,4,,0,314,193.79,199.85,199,194.17,51135518,-0.050374,28,4745400,31.70585
101594,20181113,03783310,AAPL,3571,0,4,,0,314,191.4501,197.18,191.63,192.23,46882936,-0.009991,28,4745400,31.70585
101594,20181114,03783310,AAPL,3571,0,4,,0,314,185.93,194.48,193.9,186.8,60800957,-0.028247,28,4745400,31.70585
101594,20181115,03783310,AAPL,3571,0,4,,0,314,186.9,191.97,188.39,191.41,46478801,0.024679,28,4745400,31.70585
101594,20181116,03783310,AAPL,3571,0,4,,0,314,189.46,194.9695,190.5,193.53,36928253,0.011076,28,4745400,31.70585
101594,20181119,03783310,AAPL,3571,0,4,,0,314,184.99,190.7,190,185.86,41920872,-0.039632,28,4745400,31.70585
101594,20181120,03783310,AAPL,3571,0,4,,0,314,175.51,181.47,178.37,176.98,67825247,-0.047778,28,4745400,31.70585
101594,20181121,03783310,AAPL,3571,0,4,,0,314,176.55,180.27,179.73,176.78,31124210,-0.00113,28,4745400,31.70585
101594,20181123,03783310,AAPL,3571,0,4,,0,314,172.1,176.595,174.94,172.29,23623972,-0.025399,28,4745400,31.70585
101594,20181126,03783310,AAPL,3571,0,4,,0,314,170.26,174.95,174.24,174.62,44998520,0.013524,28,4745400,31.70585
101594,20181127,03783310,AAPL,3571,0,4,,0,314,170.88,174.77,171.51,174.24,41387377,-0.002176,28,4745400,31.70585
101594,20181128,03783310,AAPL,3571,0,4,,0,314,174.93,181.29,176.73,180.94,46062539,0.038453,28,4745400,31.70585
101594,20181129,03783310,AAPL,3571,0,4,,0,314,177.7,182.8,182.66,179.55,41769992,-0.007682,28,4745400,31.70585
101594,20181130,03783310,AAPL,3571,0,4,,0,314,177.03,180.33,180.29,178.58,39531549,-0.005402,28,4745400,31.70585
101594,20181203,03783310,AAPL,3571,0,4,,0,314,181.21,184.94,184.46,184.82,40798002,0.034942,28,4745400,31.70585
101594,20181204,03783310,AAPL,3571,0,4,,0,314,176.27,182.3899,180.95,176.69,41344282,-0.043989,28,4745400,31.70585
101594,20181206,03783310,AAPL,3571,0,4,,0,314,170.42,174.78,171.76,174.72,43098410,-0.011149,28,4745400,31.70585
101594,20181207,03783310,AAPL,3571,0,4,,0,314,168.3,174.49,173.49,168.49,42281631,-0.035657,28,4745400,31.70585
101594,20181210,03783310,AAPL,3571,0,4,,0,314,163.33,170.09,165,169.6,62025994,0.006588,28,4745400,31.70585
101594,20181211,03783310,AAPL,3571,0,4,,0,314,167,171.79,171.66,168.63,47281665,-0.005719,28,4745400,31.70585
101594,20181212,03783310,AAPL,3571,0,4,,0,314,169.02,171.92,170.4,169.1,35627674,0.002787,28,4745400,31.70585
101594,20181213,03783310,AAPL,3571,0,4,,0,314,169.55,172.57,170.49,170.95,31897827,0.01094,28,4745400,31.70585
101594,20181214,03783310,AAPL,3571,0,4,,0,314,165.28,169.08,169,165.48,40703710,-0.031998,28,4745400,31.70585
101594,20181217,03783310,AAPL,3571,0,4,,0,314,162.73,168.35,165.45,163.94,44287922,-0.009306,28,4745400,31.70585
101594,20181218,03783310,AAPL,3571,0,4,,0,314,164.39,167.53,165.38,166.07,33841518,0.012993,28,4745400,31.70585
101594,20181219,03783310,AAPL,3571,0,4,,0,314,159.09,167.45,166,160.89,49047297,-0.031192,28,4745400,31.70585
101594,20181220,03783310,AAPL,3571,0,4,,0,314,155.3,162.11,160.4,156.83,64772960,-0.025235,28,4745400,31.70585
101594,20181221,03783310,AAPL,3571,0,4,,0,314,149.63,158.16,156.86,150.73,95744384,-0.038896,28,4745400,31.70585
101594,20181224,03783310,AAPL,3571,0,4,,0,314,146.59,151.55,148.15,146.83,37169232,-0.025874,28,4745400,31.70585
101594,20181226,03783310,AAPL,3571,0,4,,0,314,146.72,157.23,148.3,157.17,58582544,0.070422,28,4745400,31.70585
101594,20181227,03783310,AAPL,3571,0,4,,0,314,150.07,156.77,155.84,156.15,53117065,-0.00649,28,4745400,31.70585
101594,20181228,03783310,AAPL,3571,0,4,,0,314,154.55,158.52,157.5,156.23,42291424,0.000512,28,4745400,31.70585
101594,20181231,03783310,AAPL,3571,0,4,,0,314,156.48,159.36,158.53,157.74,35003466,0.009665,28,4745400,31.70585
